dataset,task_group,example_id,run_dir,synthetic_from_real,is_real_grouped,ambiguity_level,ambiguity_regime,posterior_strategy_requested,is_calibrated,method,baseline_method,method_family,is_conformal,sequence_length,symbol_topk_accuracy,grouped_topk_success,grouped_exact_success,grouped_token_accuracy,downstream_kind,downstream_exact_success,downstream_partial_success,symbol_topk_delta,grouped_topk_delta,grouped_exact_delta,grouped_token_delta,downstream_exact_delta,downstream_partial_delta,symbol_rescue,grouped_topk_rescue,grouped_exact_rescue,downstream_exact_rescue,downstream_partial_rescue,prediction_set_coverage,prediction_set_avg_size,prediction_set_singleton_rate,prediction_set_rescue_rate,mean_confusion_entropy,mean_confusion_set_size,real_downstream_bank_coverage,dataset_support_upper_bound,full_support_indicator
omniglot,synthetic_markov,test_seq_0042,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.6666666666666666,0.0,0.0,0.0,none,,,0.6666666666666666,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.916666666666667,0.0,0.8333333333333334,1.267427443973774,5.916666666666667,,,
omniglot,synthetic_markov,test_seq_0042,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.6666666666666666,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.6666666666666666,5.0,0.0,0.6666666666666666,1.1259452267476124,5.0,,,
omniglot,synthetic_markov,test_seq_0043,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5,0.0,0.0,0.08333333333333333,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.833333333333333,0.0,0.75,1.2287563636972862,5.833333333333333,,,
omniglot,synthetic_markov,test_seq_0043,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5,5.0,0.0,0.4166666666666667,1.1004737698015095,5.0,,,
omniglot,synthetic_markov,test_seq_0044,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.16666666666666666,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.75,0.0,0.5833333333333334,1.2139248306533348,5.75,,,
omniglot,synthetic_markov,test_seq_0044,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.75,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.75,5.0,0.0,0.5833333333333334,1.0976816316359141,5.0,,,
omniglot,synthetic_markov,test_seq_0045,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.08333333333333333,none,,,0.6666666666666666,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.9166666666666666,5.583333333333333,0.0,0.8333333333333334,1.1671543367795958,5.583333333333333,,,
omniglot,synthetic_markov,test_seq_0045,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.75,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.75,5.0,0.0,0.6666666666666666,1.0781055934681107,5.0,,,
omniglot,synthetic_markov,test_seq_0046,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.75,0.0,0.75,1.1947331648838004,5.75,,,
omniglot,synthetic_markov,test_seq_0046,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.5833333333333334,1.08231675602479,5.0,,,
omniglot,synthetic_markov,test_seq_0047,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.6666666666666666,5.666666666666667,0.0,0.6666666666666666,1.2016015232581518,5.666666666666667,,,
omniglot,synthetic_markov,test_seq_0047,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.15,low,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.5833333333333334,1.097442074906853,5.0,,,
omniglot,synthetic_markov,test_seq_0000,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.6666666666666666,0.0,0.0,0.16666666666666666,none,,,0.5,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.583333333333333,0.0,0.5833333333333334,1.1437819673707628,5.583333333333333,,,
omniglot,synthetic_markov,test_seq_0000,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.6666666666666666,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.6666666666666666,5.0,0.0,0.5,1.0544255581033806,5.0,,,
omniglot,synthetic_markov,test_seq_0001,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.5833333333333334,none,,,0.16666666666666663,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.5,0.0,0.16666666666666666,1.0828706375340476,5.5,,,
omniglot,synthetic_markov,test_seq_0001,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.75,0.0,0.0,0.5833333333333334,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.75,5.0,0.0,0.16666666666666666,1.0058659597469666,5.0,,,
omniglot,synthetic_markov,test_seq_0002,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.5833333333333334,5.5,0.0,0.5833333333333334,1.0905572471642084,5.5,,,
omniglot,synthetic_markov,test_seq_0002,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,4.916666666666667,0.0,0.5833333333333334,1.0000698804209247,4.916666666666667,,,
omniglot,synthetic_markov,test_seq_0003,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.16666666666666666,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.9166666666666666,5.833333333333333,0.0,0.75,1.2218634258561056,5.833333333333333,,,
omniglot,synthetic_markov,test_seq_0003,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.75,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.75,5.0,0.0,0.5833333333333334,1.0985310893277938,5.0,,,
omniglot,synthetic_markov,test_seq_0004,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.5833333333333334,5.916666666666667,0.0,0.5833333333333334,1.2298946701811586,5.916666666666667,,,
omniglot,synthetic_markov,test_seq_0004,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.5833333333333334,1.0900497774671336,5.0,,,
omniglot,synthetic_markov,test_seq_0005,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.6666666666666666,0.0,0.0,0.08333333333333333,none,,,0.5833333333333333,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.9166666666666666,5.583333333333333,0.0,0.8333333333333334,1.1409498615446056,5.583333333333333,,,
omniglot,synthetic_markov,test_seq_0005,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.6666666666666666,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.6666666666666666,4.916666666666667,0.0,0.5833333333333334,1.0369862635935272,4.916666666666667,,,
omniglot,synthetic_markov,test_seq_0006,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.25,none,,,0.33333333333333337,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.5,0.0,0.5833333333333334,1.1450005864312003,5.5,,,
omniglot,synthetic_markov,test_seq_0006,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.25,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.3333333333333333,1.0649373972640463,5.0,,,
omniglot,synthetic_markov,test_seq_0007,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.666666666666667,0.0,0.75,1.1432062300344137,5.666666666666667,,,
omniglot,synthetic_markov,test_seq_0007,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,4.916666666666667,0.0,0.5833333333333334,1.0282292593510793,4.916666666666667,,,
omniglot,synthetic_markov,test_seq_0008,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.8333333333333334,0.0,0.0,0.25,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.333333333333333,0.0,0.5833333333333334,1.0751929850117712,5.333333333333333,,,
omniglot,synthetic_markov,test_seq_0008,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.8333333333333334,0.0,0.0,0.25,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.8333333333333334,4.916666666666667,0.0,0.5833333333333334,1.0108721650527186,4.916666666666667,,,
omniglot,synthetic_markov,test_seq_0009,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5,0.0,0.0,0.08333333333333333,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.666666666666667,0.0,0.6666666666666666,1.1815145149489943,5.666666666666667,,,
omniglot,synthetic_markov,test_seq_0009,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5,4.916666666666667,0.0,0.4166666666666667,1.0674666415715766,4.916666666666667,,,
omniglot,synthetic_markov,test_seq_0010,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.6666666666666666,0.0,0.0,0.16666666666666666,none,,,0.5,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.75,0.0,0.6666666666666666,1.1823993488955935,5.75,,,
omniglot,synthetic_markov,test_seq_0010,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.6666666666666666,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.6666666666666666,5.0,0.0,0.5,1.0658707059793457,5.0,,,
omniglot,synthetic_markov,test_seq_0011,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.916666666666667,0.0,0.75,1.3171435683589956,5.916666666666667,,,
omniglot,synthetic_markov,test_seq_0011,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.5833333333333334,1.1753317714105371,5.0,,,
omniglot,synthetic_markov,test_seq_0012,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.4166666666666667,5.916666666666667,0.0,0.4166666666666667,1.308990947265831,5.916666666666667,,,
omniglot,synthetic_markov,test_seq_0012,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.4166666666666667,5.0,0.0,0.4166666666666667,1.1655755833397365,5.0,,,
omniglot,synthetic_markov,test_seq_0013,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.0,none,,,0.75,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.666666666666667,0.0,0.8333333333333334,1.1867801109907088,5.666666666666667,,,
omniglot,synthetic_markov,test_seq_0013,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.75,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.75,5.0,0.0,0.75,1.0873442114937395,5.0,,,
omniglot,synthetic_markov,test_seq_0014,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,none,,,0.41666666666666674,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.6666666666666666,5.75,0.0,0.5,1.230230543752947,5.75,,,
omniglot,synthetic_markov,test_seq_0014,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.4166666666666667,1.114083574284704,5.0,,,
omniglot,synthetic_markov,test_seq_0015,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.6666666666666666,5.666666666666667,0.0,0.6666666666666666,1.1722706540559844,5.666666666666667,,,
omniglot,synthetic_markov,test_seq_0015,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.4166666666666667,5.0,0.0,0.4166666666666667,1.0705069845276478,5.0,,,
omniglot,synthetic_markov,test_seq_0016,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,none,,,0.41666666666666674,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.9166666666666666,6.0,0.0,0.75,1.3335503469810162,6.0,,,
omniglot,synthetic_markov,test_seq_0016,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.4166666666666667,1.1787739050075101,5.0,,,
omniglot,synthetic_markov,test_seq_0017,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.5833333333333334,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.75,0.0,0.75,1.2084861884130156,5.75,,,
omniglot,synthetic_markov,test_seq_0017,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.5833333333333334,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.5833333333333334,5.0,0.0,0.5833333333333334,1.0898398791011885,5.0,,,
omniglot,synthetic_markov,test_seq_0018,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.5,5.25,0.0,0.5,1.0725955272224557,5.25,,,
omniglot,synthetic_markov,test_seq_0018,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.4166666666666667,4.833333333333333,0.0,0.4166666666666667,1.0079108733783544,4.833333333333333,,,
omniglot,synthetic_markov,test_seq_0019,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.8333333333333334,0.0,0.0,0.08333333333333333,none,,,0.75,0.0,0.0,0.0,,,1.0,0.0,0.0,,,1.0,5.5,0.0,0.9166666666666666,1.1436265380705781,5.5,,,
omniglot,synthetic_markov,test_seq_0019,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.8333333333333334,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.8333333333333334,5.0,0.0,0.75,1.0670175112615148,5.0,,,
omniglot,synthetic_markov,test_seq_0020,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.6666666666666666,0.0,0.0,0.0,none,,,0.6666666666666666,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.916666666666667,0.0,0.75,1.2706466483492929,5.916666666666667,,,
omniglot,synthetic_markov,test_seq_0020,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.6666666666666666,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.6666666666666666,5.0,0.0,0.6666666666666666,1.1278230116462902,5.0,,,
omniglot,synthetic_markov,test_seq_0021,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.3333333333333333,0.0,0.0,0.0,none,,,0.3333333333333333,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.3333333333333333,5.75,0.0,0.3333333333333333,1.1842795867679274,5.75,,,
omniglot,synthetic_markov,test_seq_0021,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.3333333333333333,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.3333333333333333,5.0,0.0,0.3333333333333333,1.0709984059158235,5.0,,,
omniglot,synthetic_markov,test_seq_0022,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.4166666666666667,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.4166666666666667,5.833333333333333,0.0,0.4166666666666667,1.236542508979112,5.833333333333333,,,
omniglot,synthetic_markov,test_seq_0022,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.4166666666666667,0.0,0.0,0.0,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.4166666666666667,5.0,0.0,0.4166666666666667,1.109595669080381,5.0,,,
omniglot,synthetic_markov,test_seq_0023,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.8333333333333334,0.0,0.0,0.08333333333333333,none,,,0.75,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.8333333333333334,5.583333333333333,0.0,0.75,1.176821406832926,5.583333333333333,,,
omniglot,synthetic_markov,test_seq_0023,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,conformal_beam,uncertainty_beam,conformal,1.0,12.0,0.8333333333333334,0.0,0.0,0.08333333333333333,none,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.8333333333333334,5.0,0.0,0.75,1.0857008457234094,5.0,,,
omniglot,synthetic_markov,test_seq_0024,outputs/runs/20260408T214508Z_sequence_omniglot_markov_sequence_branch_cluster_distance,1.0,0.0,0.3,medium,cluster_distance,0.0,uncertainty_beam,fixed_greedy,raw_uncertainty,0.0,12.0,0.75,0.0,0.0,0.08333333333333333,none,,,0.6666666666666666,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.75,5.583333333333333,0.0,0.6666666666666666,1.1747981684731943,5.583333333333333,,,
