dataset_label,posterior_strategy,operating_profile,review_budget_k,shortlist_utility,prediction_set_avg_size,review_efficiency,shortlist_recall_at_2,shortlist_recall_at_3,shortlist_recall_at_5,fragile_case_rate,fragile_shortlist_utility,fragile_recall_at_2,fragile_prediction_set_avg_size,fragile_review_efficiency,defer_rate,budgeted_recall,budget_compliance_rate,review_load_proxy,effort_adjusted_utility,rescue_per_review_item,best_fixed_effort_adjusted_utility,grouped_topk_delta,downstream_exact_delta,shortlist_gap_to_best_fixed,review_efficiency_gap_to_best_fixed,effort_adjusted_gap_to_best_fixed,best_fixed_shortlist_method,best_fixed_review_efficiency_method,best_fixed_effort_method
scadsai_real_grouped,cluster_distance,shortlist_first,2,0.36527777777777776,2.8854166666666665,0.1265944645006017,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.3472222222222222,0.4583333333333333,2.34375,0.17989417989417988,0.20634920634920637,0.19563492063492063,0.29166666666666663,,0.0222222222222222,-0.05850357471508458,-0.01574074074074075,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,shortlist_first,2,0.4,2.600694444444444,0.15380507343124167,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.0,,,,,0.0,0.3472222222222222,0.2777777777777778,1.9340277777777777,0.18968253968253967,0.2621031746031746,0.2777777777777778,0.20833333333333331,,-0.005555555555555536,-0.12397270434653612,-0.08809523809523812,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_grouped,cluster_distance,shortlist_first,3,0.36527777777777776,2.8854166666666665,0.1265944645006017,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.3611111111111111,0.4583333333333333,2.8854166666666665,0.16947751322751323,0.18783068783068782,0.19208553791887123,0.29166666666666663,,0.0222222222222222,-0.05850357471508458,-0.022608024691358003,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,shortlist_first,3,0.4,2.600694444444444,0.15380507343124167,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.0,,,,,0.0,0.4305555555555556,0.7222222222222222,2.4965277777777777,0.20068742985409654,0.22714245630912297,0.2777777777777778,0.20833333333333331,,-0.005555555555555536,-0.12397270434653612,-0.07709034792368125,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_grouped,cluster_distance,shortlist_first,5,0.3194444444444445,1.7708333333333335,0.1803921568627451,0.3055555555555556,0.3055555555555556,0.37499999999999994,0.5416666666666666,0.2512820512820513,0.23076923076923078,1.9423076923076923,0.12937293729372937,0.0,0.375,1.0,1.7708333333333333,0.22978395061728396,0.22978395061728396,0.24907407407407403,0.24999999999999994,,-0.023611111111111083,-0.004705882352941171,-0.01929012345679007,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_grouped,calibrated_classifier,shortlist_first,5,0.4,2.6041666666666665,0.15360000000000001,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.0,,,,,0.0,0.4861111111111111,1.0,2.6041666666666665,0.223164027330694,0.223164027330694,0.2777777777777778,0.20833333333333331,,-0.005555555555555536,-0.12417777777777778,-0.0546137504470838,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_downstream,cluster_distance,rescue_first,2,0.3375,3.9340277777777777,0.08578993821712269,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.2916666666666667,0.0,2.5416666666666665,0.11805555555555555,0.19212962962962962,0.19563492063492063,0.3333333333333333,0.1111111111111111,-0.005555555555555536,-0.09930810099856358,-0.07757936507936508,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_downstream,calibrated_classifier,rescue_first,2,0.4083333333333333,2.791666666666667,0.1462686567164179,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.0,,,,,0.0,0.3472222222222222,0.19444444444444445,1.9548611111111112,0.1853835978835979,0.27764550264550264,0.2777777777777778,0.25,-0.04166666666666671,0.002777777777777768,-0.1315091210613599,-0.09239417989417989,conformal_beam,fixed_greedy,fixed_greedy
scadsai_real_downstream,cluster_distance,rescue_first,3,0.3375,3.9340277777777777,0.08578993821712269,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.5416666666666666,0.33589743589743587,0.3076923076923077,4.0,0.08397435897435897,0.5416666666666666,0.3333333333333333,0.0,3.5416666666666665,0.09606481481481481,0.13425925925925924,0.19208553791887123,0.3333333333333333,0.1111111111111111,-0.005555555555555536,-0.09930810099856358,-0.09602072310405642,uncertainty_beam,conformal_beam,conformal_beam
scadsai_real_downstream,calibrated_classifier,rescue_first,3,0.4083333333333333,2.791666666666667,0.1462686567164179,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.0,,,,,0.0,0.4305555555555556,0.625,2.5868055555555554,0.19014951098284427,0.22972182138848807,0.2777777777777778,0.25,-0.04166666666666671,0.002777777777777768,-0.1315091210613599,-0.08762826679493352,conformal_beam,fixed_greedy,fixed_greedy
